# 
{"kP":"3","kD":"0","kI":"0","density":"997","profile":["dive: 2, 0.3, 30.00, 30.00"]}

dive: 2, 0.3, 30.00, 30.00
EX20, 00:01:04, 0.00, -0.08
EX20, 00:01:04, 0.00, -0.08
EX20, 00:01:04, 0.00, -0.08
EX20, 00:01:05, 0.00, -0.08
EX20, 00:01:05, -0.00, -0.08
EX20, 00:01:05, -0.00, -0.08
EX20, 00:01:05, -0.00, -0.08
EX20, 00:01:05, -0.00, -0.08
EX20, 00:01:05, -0.00, -0.08
EX20, 00:01:05, -0.00, -0.08
EX20, 00:01:06, 0.00, -0.08
EX20, 00:01:06, 0.00, -0.08
EX20, 00:01:06, 0.00, -0.08
EX20, 00:01:06, 0.00, -0.08
EX20, 00:01:06, 0.00, -0.08
EX20, 00:01:06, 0.00, -0.08
EX20, 00:01:06, -0.00, -0.08
EX20, 00:01:06, -0.00, -0.08
EX20, 00:01:07, -0.00, -0.08
EX20, 00:01:07, -0.00, -0.08
EX20, 00:01:07, -0.00, -0.08
EX20, 00:01:07, -0.00, -0.08
EX20, 00:01:07, 0.00, -0.08
EX20, 00:01:07, 0.00, -0.08

EX20, 00:01:07, 0.00, -0.08
EX20, 00:01:07, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:08, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, 0.00, -0.08
EX20, 00:01:09, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:10, -0.00, -0.08
EX20, 00:01:11, -0.00, -0.08
EX20, 00:01:11, -0.00, -0.08
EX20, 00:01:11, -0.00, -0.08
EX20, 00:01:11, 0.00, -0.08
EX20, 00:01:11, 0.00, -0.08
EX20, 00:01:11, 0.00, -0.08
EX20, 00:01:11, 0.00, -0.08
EX20, 00:01:11, 0.00, -0.08
EX20, 00:01:12, 0.00, -0.08

EX20, 00:01:12, -0.00, -0.08
EX20, 00:01:12, -0.00, -0.08
EX20, 00:01:12, -0.00, -0.08
EX20, 00:01:12, -0.00, -0.08
EX20, 00:01:12, -0.00, -0.08
EX20, 00:01:12, -0.00, -0.08
EX20, 00:01:12, 0.00, -0.08
EX20, 00:01:13, 0.00, -0.08
EX20, 00:01:13, 0.00, -0.08
EX20, 00:01:13, 0.00, -0.08
EX20, 00:01:13, 0.00, -0.08
EX20, 00:01:13, 0.00, -0.08
EX20, 00:01:13, -0.00, -0.08
EX20, 00:01:13, -0.00, -0.08
EX20, 00:01:13, -0.00, -0.08
EX20, 00:01:14, -0.00, -0.08
EX20, 00:01:14, -0.00, -0.08
EX20, 00:01:14, -0.00, -0.08
EX20, 00:01:14, 0.00, -0.08
EX20, 00:01:14, 0.00, -0.08
EX20, 00:01:14, 0.00, -0.08
EX20, 00:01:14, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:15, 0.00, -0.08
EX20, 00:01:16, -0.00, -0.08
EX20, 00:01:16, -0.00, -0.08
EX20, 00:01:16, -0.00, -0.08
EX20, 00:01:16, -0.00, -0.08
EX20, 00:01:16, -0.00, -0.08

EX20, 00:01:16, -0.00, -0.08
EX20, 00:01:16, -0.00, -0.08
EX20, 00:01:16, 0.00, -0.08
EX20, 00:01:17, 0.00, -0.08
EX20, 00:01:17, 0.00, -0.08
EX20, 00:01:17, 0.00, -0.08
EX20, 00:01:17, 0.00, -0.08
EX20, 00:01:17, 0.00, -0.08
EX20, 00:01:17, -0.00, -0.08
EX20, 00:01:17, -0.00, -0.08
EX20, 00:01:17, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:18, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, -0.00, -0.08
EX20, 00:01:19, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08
EX20, 00:01:20, 0.00, -0.08

EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:21, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:22, 0.00, -0.08
EX20, 00:01:23, 0.00, -0.08
EX20, 00:01:23, 0.00, -0.08
EX20, 00:01:23, 0.00, -0.08
EX20, 00:01:23, 0.00, -0.08
EX20, 00:01:23, 0.00, -0.08
EX20, 00:01:23, 0.00, -0.08
EX20, 00:01:23, -0.00, -0.08
EX20, 00:01:23, -0.00, -0.08
EX20, 00:01:24, -0.00, -0.08
EX20, 00:01:24, -0.00, -0.08
EX20, 00:01:24, -0.00, -0.08
EX20, 00:01:24, -0.00, -0.08


# profile complete
